Order_ID,Customer_Name,Product,Manufacturing_Plant,Export_Country,Import_Country,Shipping_Mode,Order_Date,Ship_Date,Quantity,Unit_Price,Cost,Revenue,Profit
215,Customer_459,Electronics,Plant A,Vietnam,France,Road,2023-09-11,2023-10-05,84,327.82,20474.18,27536.47,7062.29
216,Customer_449,Steel Sheets,Plant C,Germany,USA,Sea,2023-07-16,2023-07-22,57,85.23,3418.52,4858.19,1439.67
217,Customer_160,Electronics,Plant B,Germany,UK,Sea,2023-08-01,2023-08-28,270,54.57,11687.82,14733.66,3045.84
218,Customer_342,Pharma Drugs,Plant B,India,UK,Road,2023-03-30,2023-04-21,131,461.0,49973.83,60390.9,10417.07
219,Customer_166,Electronics,Plant C,China,Australia,Air,2023-07-07,2023-08-05,383,405.29,97514.4,155224.45,57710.05
220,Customer_92,Pharma Drugs,Plant B,Germany,UAE,Sea,2023-06-24,2023-07-23,367,356.46,81687.43,130820.53,49133.1
221,Customer_87,Auto Parts,Plant A,Germany,Australia,Air,2023-05-18,2023-05-29,430,306.84,96173.6,131941.73,35768.13
222,Customer_69,Electronics,Plant B,USA,UAE,Sea,2023-02-10,2023-03-01,241,247.91,46790.94,59747.05,12956.11
223,Customer_262,Auto Parts,Plant C,India,UK,Road,2024-05-24,2024-06-01,169,123.32,16739.54,20841.65,4102.11
224,Customer_103,Electronics,Plant A,Germany,UAE,Sea,2023-03-09,2023-03-23,448,423.69,116454.27,189813.0,73358.73
225,Customer_458,Textiles,Plant B,USA,UAE,Road,2023-10-18,2023-10-24,329,462.96,128312.14,152314.73,24002.59
226,Customer_489,Auto Parts,Plant C,China,UAE,Sea,2023-05-21,2023-05-24,421,156.2,42375.77,65760.53,23384.76
227,Customer_195,Electronics,Plant A,Vietnam,UK,Air,2024-04-29,2024-05-02,329,218.24,60546.98,71800.56,11253.58
228,Customer_263,Textiles,Plant B,Germany,UAE,Road,2023-03-18,2023-03-25,201,132.67,16389.61,26667.09,10277.48
229,Customer_30,Electronics,Plant A,India,UAE,Road,2023-12-24,2024-01-23,329,284.52,72367.87,93607.2,21239.34
230,Customer_50,Auto Parts,Plant A,Germany,France,Air,2023-09-19,2023-10-11,106,52.25,4121.04,5538.88,1417.83
231,Customer_207,Pharma Drugs,Plant B,Germany,UK,Sea,2023-05-20,2023-05-31,473,214.18,64763.14,101309.35,36546.21
232,Customer_370,Textiles,Plant B,USA,UAE,Road,2023-03-30,2023-04-24,398,158.99,43403.2,63279.25,19876.06
233,Customer_451,Textiles,Plant C,USA,USA,Air,2023-08-04,2023-08-20,148,362.53,39232.16,53654.99,14422.83
234,Customer_128,Electronics,Plant B,China,USA,Air,2023-08-01,2023-08-05,111,357.64,29245.61,39698.05,10452.44
235,Customer_160,Pharma Drugs,Plant B,Vietnam,France,Road,2023-11-08,2023-12-05,461,131.53,49832.06,60634.76,10802.7
236,Customer_101,Steel Sheets,Plant B,Vietnam,USA,Air,2024-03-31,2024-04-22,213,347.71,46046.2,74061.3,28015.1
237,Customer_407,Steel Sheets,Plant C,China,USA,Air,2023-02-27,2023-03-22,304,166.08,35750.02,50489.66,14739.64
238,Customer_485,Pharma Drugs,Plant B,China,USA,Sea,2023-05-07,2023-05-19,416,131.49,40824.88,54700.96,13876.08
239,Customer_61,Pharma Drugs,Plant B,China,UAE,Air,2023-07-10,2023-07-18,373,218.01,51129.9,81318.52,30188.62
240,Customer_459,Pharma Drugs,Plant A,Vietnam,UK,Sea,2023-09-18,2023-09-28,40,209.77,5254.21,8390.94,3136.72
241,Customer_275,Auto Parts,Plant A,China,UK,Air,2023-04-10,2023-05-05,362,323.05,79775.86,116945.01,37169.16
242,Customer_109,Textiles,Plant C,India,UAE,Air,2023-03-10,2023-04-03,217,238.06,34639.86,51658.42,17018.55
243,Customer_268,Textiles,Plant A,India,Australia,Air,2024-05-08,2024-05-21,142,282.45,24362.68,40108.37,15745.7
244,Customer_392,Electronics,Plant A,USA,UAE,Air,2023-06-12,2023-06-28,101,157.55,12837.82,15912.51,3074.69
245,Customer_20,Electronics,Plant C,USA,USA,Air,2023-03-16,2023-04-13,197,414.42,53519.18,81641.24,28122.06
246,Customer_193,Auto Parts,Plant B,Vietnam,UK,Sea,2023-07-02,2023-07-24,298,331.47,71892.46,98778.91,26886.46
247,Customer_163,Auto Parts,Plant B,India,France,Road,2023-03-27,2023-04-23,229,49.5,7227.79,11334.42,4106.63
248,Customer_495,Auto Parts,Plant A,India,UAE,Air,2023-04-24,2023-04-28,104,40.95,3449.53,4258.76,809.23
249,Customer_199,Electronics,Plant C,Vietnam,USA,Road,2023-02-01,2023-03-03,408,345.17,103706.74,140829.71,37122.96
250,Customer_424,Steel Sheets,Plant C,USA,USA,Sea,2024-01-11,2024-01-24,315,185.64,47241.78,58477.08,11235.3
251,Customer_483,Pharma Drugs,Plant C,China,France,Air,2023-09-28,2023-10-13,427,375.8,118807.9,160468.66,41660.76
252,Customer_388,Pharma Drugs,Plant A,USA,France,Road,2023-04-04,2023-05-01,271,242.16,51276.11,65625.98,14349.87
253,Customer_492,Pharma Drugs,Plant A,India,USA,Road,2023-12-03,2023-12-07,383,448.03,139633.08,171596.42,31963.33
254,Customer_117,Auto Parts,Plant C,USA,UAE,Air,2023-08-15,2023-09-09,280,135.2,29920.85,37856.71,7935.85
255,Customer_405,Textiles,Plant A,China,Australia,Sea,2023-04-07,2023-05-04,215,365.11,52737.26,78498.95,25761.7
256,Customer_25,Pharma Drugs,Plant B,China,France,Sea,2023-10-25,2023-11-15,28,118.74,2409.66,3324.65,914.98
257,Customer_22,Electronics,Plant C,China,USA,Sea,2024-01-14,2024-02-03,215,430.29,60194.51,92511.5,32316.98
258,Customer_272,Pharma Drugs,Plant C,USA,UAE,Air,2023-08-06,2023-08-19,291,268.18,57651.51,78040.07,20388.56
259,Customer_422,Steel Sheets,Plant C,USA,Australia,Sea,2023-09-28,2023-10-04,487,111.47,39119.38,54287.49,15168.12
260,Customer_241,Pharma Drugs,Plant A,Germany,UAE,Sea,2024-04-10,2024-04-21,303,350.98,68590.79,106347.54,37756.75
261,Customer_257,Electronics,Plant B,India,UK,Air,2023-11-21,2023-11-27,221,76.46,11852.36,16896.56,5044.2
262,Customer_20,Textiles,Plant A,USA,UAE,Air,2023-01-02,2023-01-06,354,323.47,93537.57,114508.02,20970.45
263,Customer_132,Steel Sheets,Plant A,Vietnam,UK,Sea,2023-12-20,2024-01-14,495,337.87,129496.76,167243.51,37746.75
264,Customer_3,Steel Sheets,Plant B,Germany,Australia,Sea,2023-10-14,2023-10-31,362,323.43,74497.48,117081.92,42584.44
265,Customer_239,Pharma Drugs,Plant C,Germany,UK,Road,2023-10-25,2023-11-11,232,280.81,53136.4,65146.76,12010.36
266,Customer_165,Textiles,Plant B,China,UAE,Sea,2023-11-05,2023-12-03,57,188.79,7696.78,10760.81,3064.02
267,Customer_483,Pharma Drugs,Plant B,China,Australia,Sea,2023-01-11,2023-01-14,484,157.47,52342.44,76213.54,23871.1
268,Customer_345,Textiles,Plant B,USA,UK,Air,2023-02-01,2023-02-14,207,70.76,11782.03,14646.66,2864.62
269,Customer_290,Auto Parts,Plant C,China,Australia,Road,2024-05-18,2024-05-30,348,303.25,68218.0,105532.12,37314.12
270,Customer_302,Electronics,Plant B,Germany,Australia,Air,2024-02-06,2024-02-19,34,271.65,7458.81,9236.23,1777.42
271,Customer_133,Steel Sheets,Plant A,Vietnam,UK,Road,2024-06-20,2024-07-17,40,328.72,9715.38,13148.62,3433.24
272,Customer_125,Pharma Drugs,Plant C,Germany,USA,Road,2023-07-10,2023-07-29,480,232.78,94710.68,111733.16,17022.48
273,Customer_201,Steel Sheets,Plant B,China,UK,Sea,2024-06-15,2024-06-18,210,359.74,49032.36,75545.15,26512.79
274,Customer_299,Pharma Drugs,Plant C,Germany,UAE,Sea,2023-10-27,2023-11-04,481,78.12,22900.46,37575.68,14675.22
275,Customer_192,Textiles,Plant B,China,USA,Sea,2023-12-13,2024-01-02,212,90.7,13972.91,19229.28,5256.36
276,Customer_408,Steel Sheets,Plant B,USA,France,Air,2023-06-07,2023-06-14,499,432.27,171681.44,215704.65,44023.21
277,Customer_5,Electronics,Plant A,USA,Australia,Road,2023-10-20,2023-11-11,89,270.13,15545.76,24041.65,8495.9
278,Customer_113,Steel Sheets,Plant A,USA,UK,Road,2024-05-06,2024-05-27,192,456.73,58696.85,87691.5,28994.64
279,Customer_310,Auto Parts,Plant A,Germany,USA,Air,2023-08-21,2023-09-02,60,325.98,14390.02,19558.67,5168.64
280,Customer_441,Steel Sheets,Plant C,Germany,France,Sea,2023-09-01,2023-09-14,235,318.38,46525.0,74820.3,28295.3
281,Customer_49,Pharma Drugs,Plant A,India,France,Air,2023-06-06,2023-06-20,10,181.77,1369.75,1817.68,447.93
282,Customer_183,Textiles,Plant B,USA,France,Road,2023-09-25,2023-10-09,498,271.21,112380.5,135065.06,22684.56
283,Customer_334,Textiles,Plant B,India,France,Air,2023-08-01,2023-08-03,254,283.78,60282.11,72080.02,11797.91
284,Customer_44,Steel Sheets,Plant C,China,Australia,Road,2023-05-12,2023-05-25,229,406.72,69535.68,93138.82,23603.14
285,Customer_66,Textiles,Plant A,Vietnam,USA,Road,2024-01-08,2024-02-05,248,22.75,3711.75,5642.48,1930.73
286,Customer_76,Electronics,Plant B,Germany,USA,Air,2023-12-13,2023-12-31,305,258.58,52606.75,78865.79,26259.04
287,Customer_319,Textiles,Plant C,Vietnam,UAE,Road,2023-10-28,2023-10-30,28,23.6,421.61,660.68,239.07
288,Customer_367,Textiles,Plant A,Germany,UAE,Road,2023-11-22,2023-12-19,334,68.41,14916.76,22849.89,7933.13
289,Customer_155,Auto Parts,Plant B,Vietnam,USA,Sea,2024-03-06,2024-04-02,472,372.76,118139.01,175940.75,57801.74
290,Customer_128,Electronics,Plant C,Vietnam,Australia,Road,2024-06-02,2024-06-25,402,267.64,88573.66,107593.06,19019.4
291,Customer_344,Steel Sheets,Plant C,India,UAE,Air,2024-05-12,2024-06-10,408,46.34,15407.29,18907.29,3500.0
292,Customer_248,Steel Sheets,Plant C,Vietnam,USA,Air,2023-04-12,2023-04-14,220,374.43,65410.76,82374.29,16963.53
293,Customer_59,Pharma Drugs,Plant B,Germany,France,Road,2023-12-29,2024-01-01,369,426.41,101711.17,157346.72,55635.55
294,Customer_178,Textiles,Plant A,Germany,UK,Air,2023-03-31,2023-04-15,167,164.9,21281.66,27538.98,6257.32
295,Customer_278,Textiles,Plant C,USA,France,Road,2023-09-04,2023-10-01,418,39.25,11966.43,16407.81,4441.39
296,Customer_492,Steel Sheets,Plant B,China,UK,Sea,2023-06-03,2023-06-25,475,26.64,8200.85,12655.54,4454.69
297,Customer_122,Steel Sheets,Plant A,Germany,France,Air,2024-05-08,2024-05-26,331,140.63,30887.78,46547.34,15659.55
298,Customer_259,Auto Parts,Plant A,Vietnam,UAE,Air,2024-01-06,2024-01-21,57,475.56,17677.64,27107.05,9429.4
299,Customer_442,Steel Sheets,Plant B,Germany,UK,Road,2023-06-27,2023-07-26,458,338.76,118455.94,155150.81,36694.87
300,Customer_145,Electronics,Plant C,Vietnam,Australia,Sea,2023-03-20,2023-04-04,230,55.3,7638.23,12719.52,5081.29
301,Customer_224,Textiles,Plant B,China,France,Road,2023-10-26,2023-11-04,49,203.5,6255.97,9971.45,3715.47
302,Customer_189,Steel Sheets,Plant C,China,UAE,Road,2023-08-04,2023-08-12,382,419.94,105894.73,160418.86,54524.13
303,Customer_104,Electronics,Plant C,USA,France,Sea,2023-01-10,2023-01-21,461,300.25,92755.7,138415.42,45659.73
304,Customer_223,Steel Sheets,Plant B,China,USA,Air,2024-04-18,2024-04-21,500,334.95,120042.26,167472.83,47430.57
305,Customer_341,Pharma Drugs,Plant A,India,Australia,Sea,2023-12-11,2023-12-20,81,278.15,14234.15,22529.77,8295.63
306,Customer_476,Steel Sheets,Plant A,India,France,Road,2023-03-08,2023-03-26,197,194.77,27407.06,38370.43,10963.37
307,Customer_269,Steel Sheets,Plant B,Vietnam,France,Road,2023-05-11,2023-06-06,196,301.57,44292.07,59106.79,14814.71
308,Customer_53,Pharma Drugs,Plant C,USA,USA,Road,2023-05-23,2023-06-15,161,199.95,19754.89,32191.92,12437.03
309,Customer_387,Steel Sheets,Plant B,USA,USA,Air,2023-01-01,2023-01-22,394,50.9,15234.85,20054.73,4819.88
310,Customer_463,Pharma Drugs,Plant B,India,France,Road,2023-07-17,2023-08-01,430,193.57,60256.25,83235.42,22979.17
311,Customer_156,Steel Sheets,Plant A,Vietnam,UAE,Road,2024-03-23,2024-03-25,237,266.95,42064.47,63266.95,21202.48
312,Customer_39,Electronics,Plant A,Vietnam,USA,Road,2024-02-08,2024-03-05,286,407.92,81721.99,116665.39,34943.4
313,Customer_259,Steel Sheets,Plant A,USA,UK,Air,2023-10-31,2023-11-06,16,237.03,2335.61,3792.53,1456.92
314,Customer_324,Textiles,Plant B,USA,France,Air,2023-07-05,2023-07-30,239,259.15,42293.03,61937.59,19644.56
315,Customer_360,Pharma Drugs,Plant C,China,UAE,Sea,2023-04-24,2023-05-10,169,277.97,30305.78,46976.3,16670.51
316,Customer_152,Steel Sheets,Plant B,USA,UAE,Sea,2023-07-05,2023-07-26,438,64.73,17828.37,28351.85,10523.48
317,Customer_49,Textiles,Plant A,USA,UK,Air,2024-05-07,2024-06-03,169,449.44,62439.45,75954.93,13515.48
318,Customer_412,Auto Parts,Plant B,USA,USA,Sea,2023-02-22,2023-03-22,461,22.26,7805.2,10263.68,2458.48
319,Customer_221,Textiles,Plant C,India,Australia,Air,2023-10-21,2023-11-01,368,67.55,17643.77,24858.7,7214.93
320,Customer_190,Auto Parts,Plant B,USA,UAE,Sea,2023-10-18,2023-11-09,338,356.35,91617.3,120445.33,28828.03
321,Customer_251,Electronics,Plant B,Germany,UK,Sea,2024-01-18,2024-02-03,72,141.88,6876.37,10215.56,3339.19
322,Customer_129,Auto Parts,Plant B,India,UAE,Sea,2024-03-23,2024-04-15,30,420.53,10249.13,12615.9,2366.76
323,Customer_45,Pharma Drugs,Plant A,Vietnam,UAE,Road,2023-03-14,2023-04-08,410,261.44,71273.44,107189.59,35916.15
324,Customer_219,Pharma Drugs,Plant B,Vietnam,USA,Sea,2023-05-05,2023-06-01,347,77.32,18012.05,26828.46,8816.41
325,Customer_181,Electronics,Plant C,Germany,Australia,Road,2023-05-31,2023-06-21,335,381.69,99310.35,127866.46,28556.1
326,Customer_349,Textiles,Plant C,China,UAE,Air,2024-06-21,2024-07-12,267,468.46,100149.52,125078.12,24928.6
327,Customer_89,Electronics,Plant A,USA,USA,Road,2023-06-11,2023-06-17,333,316.66,75754.84,105446.31,29691.46
328,Customer_374,Electronics,Plant B,China,Australia,Road,2023-08-11,2023-08-27,55,361.63,15141.76,19889.91,4748.15
329,Customer_263,Electronics,Plant C,Vietnam,Australia,Sea,2023-04-06,2023-04-28,52,421.86,13260.2,21936.56,8676.36
330,Customer_326,Auto Parts,Plant C,Germany,USA,Air,2023-03-12,2023-03-19,96,405.3,25814.62,38908.6,13093.99
331,Customer_66,Steel Sheets,Plant B,USA,Australia,Sea,2024-02-24,2024-03-09,384,332.83,80507.27,127808.29,47301.02
332,Customer_341,Electronics,Plant B,Vietnam,Australia,Sea,2023-10-31,2023-11-25,85,75.43,5149.62,6411.24,1261.63
333,Customer_147,Steel Sheets,Plant A,Vietnam,UAE,Road,2023-02-09,2023-02-18,296,379.33,88746.39,112283.01,23536.62
334,Customer_481,Pharma Drugs,Plant A,India,Australia,Road,2023-07-08,2023-08-01,258,89.72,18080.64,23146.83,5066.19
335,Customer_249,Steel Sheets,Plant A,India,Australia,Road,2023-05-19,2023-06-16,107,250.64,21670.44,26818.63,5148.2
336,Customer_227,Electronics,Plant A,Vietnam,Australia,Sea,2024-01-20,2024-02-18,72,36.64,1982.68,2638.41,655.73
337,Customer_44,Electronics,Plant B,USA,France,Road,2023-05-11,2023-06-06,482,440.75,147347.37,212442.69,65095.32
338,Customer_495,Auto Parts,Plant C,China,USA,Road,2023-08-04,2023-08-15,86,428.8,24345.63,36877.05,12531.42
339,Customer_20,Textiles,Plant B,Vietnam,USA,Road,2023-06-13,2023-07-09,444,210.43,61401.21,93431.17,32029.95
340,Customer_237,Steel Sheets,Plant C,USA,UK,Road,2023-01-16,2023-02-01,77,197.66,9934.48,15219.64,5285.16
341,Customer_103,Steel Sheets,Plant B,Germany,USA,Air,2024-02-26,2024-03-08,52,218.54,8631.52,11364.08,2732.57
342,Customer_262,Pharma Drugs,Plant B,India,France,Road,2024-02-21,2024-03-12,235,169.52,30529.06,39837.12,9308.05
343,Customer_330,Pharma Drugs,Plant A,India,UAE,Air,2023-10-18,2023-10-30,455,194.58,68159.1,88534.14,20375.04
344,Customer_134,Textiles,Plant A,India,Australia,Sea,2023-11-05,2023-12-04,479,465.7,141396.58,223070.96,81674.38
345,Customer_49,Pharma Drugs,Plant A,USA,USA,Air,2024-05-24,2024-06-01,448,475.54,167943.94,213044.04,45100.11
346,Customer_140,Pharma Drugs,Plant C,USA,France,Sea,2024-04-26,2024-05-08,484,147.35,53933.29,71315.29,17382.0
347,Customer_205,Steel Sheets,Plant A,Vietnam,USA,Road,2023-01-27,2023-02-08,421,495.28,172462.71,208513.98,36051.28
348,Customer_81,Auto Parts,Plant A,India,France,Air,2023-05-25,2023-06-13,82,471.3,30580.15,38646.27,8066.12
349,Customer_296,Pharma Drugs,Plant A,India,UK,Road,2024-06-12,2024-06-28,407,419.68,135733.36,170809.7,35076.34
350,Customer_147,Textiles,Plant C,Vietnam,UAE,Air,2023-11-10,2023-11-12,438,128.71,34114.26,56375.88,22261.62
351,Customer_242,Electronics,Plant B,India,UK,Air,2023-08-10,2023-08-26,483,442.09,148004.29,213531.8,65527.51
352,Customer_84,Steel Sheets,Plant C,Germany,UK,Air,2023-12-17,2023-12-24,129,223.21,20735.06,28793.52,8058.46
353,Customer_492,Steel Sheets,Plant C,USA,UAE,Sea,2024-05-31,2024-06-07,304,495.06,108412.76,150497.02,42084.26
354,Customer_98,Electronics,Plant B,Vietnam,France,Air,2023-09-24,2023-10-24,248,25.33,5191.23,6282.6,1091.37
355,Customer_140,Textiles,Plant A,Germany,USA,Air,2023-06-19,2023-06-23,456,229.04,85392.23,104443.9,19051.67
356,Customer_318,Auto Parts,Plant C,Vietnam,Australia,Sea,2023-04-17,2023-04-30,146,405.17,45789.23,59154.13,13364.9
357,Customer_276,Pharma Drugs,Plant B,Vietnam,UK,Sea,2023-08-03,2023-08-05,303,112.55,23175.07,34104.14,10929.07
358,Customer_97,Textiles,Plant C,USA,UK,Sea,2023-10-04,2023-10-19,256,341.18,52800.68,87342.97,34542.29
359,Customer_51,Electronics,Plant B,USA,Australia,Sea,2023-07-27,2023-08-18,382,233.77,70674.6,89301.7,18627.1
360,Customer_55,Steel Sheets,Plant A,Vietnam,UK,Sea,2023-06-11,2023-06-15,172,105.75,12860.7,18189.7,5329.0
361,Customer_122,Pharma Drugs,Plant C,USA,UAE,Air,2024-04-18,2024-04-29,95,132.62,8746.79,12598.44,3851.65
362,Customer_460,Pharma Drugs,Plant C,USA,France,Air,2024-03-10,2024-03-29,291,308.93,75528.93,89899.75,14370.82
363,Customer_26,Textiles,Plant A,India,USA,Road,2023-05-15,2023-05-24,446,497.75,176994.92,221995.98,45001.05
364,Customer_470,Steel Sheets,Plant A,India,UAE,Road,2024-03-19,2024-04-14,387,288.32,73865.53,111581.42,37715.9
365,Customer_365,Pharma Drugs,Plant C,USA,France,Sea,2023-07-02,2023-07-18,426,53.2,19042.02,22663.57,3621.55
366,Customer_181,Pharma Drugs,Plant C,Germany,UK,Sea,2023-12-16,2024-01-12,381,330.44,84978.4,125895.76,40917.36
367,Customer_384,Electronics,Plant C,Germany,Australia,Road,2023-06-05,2023-06-24,260,37.77,8028.8,9820.24,1791.43
368,Customer_336,Steel Sheets,Plant C,China,UAE,Air,2024-04-23,2024-04-25,477,486.66,173408.18,232134.65,58726.47
369,Customer_415,Electronics,Plant B,Vietnam,UK,Air,2024-06-16,2024-07-05,461,363.82,120488.03,167719.88,47231.85
370,Customer_192,Electronics,Plant C,USA,Australia,Sea,2023-05-23,2023-06-20,38,175.57,4946.95,6671.76,1724.81
371,Customer_166,Steel Sheets,Plant B,Germany,Australia,Sea,2023-03-17,2023-03-24,84,241.81,15934.27,20312.45,4378.18
372,Customer_15,Pharma Drugs,Plant C,Vietnam,UK,Air,2023-05-25,2023-05-29,68,201.55,10741.45,13705.62,2964.17
373,Customer_419,Textiles,Plant B,USA,UAE,Sea,2024-01-22,2024-02-01,423,189.15,55981.73,80012.12,24030.4
374,Customer_494,Auto Parts,Plant A,India,USA,Air,2023-01-08,2023-01-15,12,45.73,460.5,548.74,88.24
375,Customer_418,Textiles,Plant A,China,France,Air,2024-02-18,2024-03-01,408,407.85,119210.08,166401.32,47191.24
376,Customer_315,Textiles,Plant A,USA,Australia,Sea,2024-01-19,2024-02-11,111,138.66,10093.65,15391.72,5298.07
377,Customer_292,Electronics,Plant A,USA,Australia,Road,2023-09-02,2023-09-21,193,85.73,13927.18,16546.42,2619.24
378,Customer_103,Steel Sheets,Plant B,USA,UK,Sea,2023-06-15,2023-07-02,161,180.28,20596.75,29024.52,8427.77
379,Customer_130,Steel Sheets,Plant C,India,UK,Air,2024-04-04,2024-04-08,325,129.87,32084.44,42208.07,10123.62
380,Customer_332,Pharma Drugs,Plant B,USA,UAE,Sea,2023-04-02,2023-04-13,310,416.41,97671.87,129088.18,31416.31
381,Customer_436,Electronics,Plant B,China,UAE,Air,2023-11-18,2023-11-27,60,124.03,6195.38,7441.55,1246.17
382,Customer_186,Pharma Drugs,Plant B,China,UAE,Air,2023-02-02,2023-02-11,244,257.27,47672.18,62772.99,15100.81
383,Customer_440,Steel Sheets,Plant C,Germany,France,Road,2023-05-14,2023-05-23,381,54.58,15720.38,20796.18,5075.8
384,Customer_497,Textiles,Plant B,USA,Australia,Sea,2024-01-22,2024-02-04,208,239.88,31821.83,49894.8,18072.97
385,Customer_497,Auto Parts,Plant B,China,USA,Road,2023-03-10,2023-04-07,250,94.37,19979.32,23591.36,3612.04
386,Customer_117,Auto Parts,Plant B,Vietnam,UAE,Sea,2024-03-26,2024-03-29,401,175.78,43649.45,70486.61,26837.16
387,Customer_201,Pharma Drugs,Plant A,USA,USA,Road,2024-01-20,2024-02-08,137,154.02,16737.52,21100.91,4363.38
388,Customer_160,Electronics,Plant A,China,UK,Road,2023-04-01,2023-04-07,453,251.7,93565.92,114020.64,20454.72
389,Customer_465,Steel Sheets,Plant B,Germany,Australia,Air,2024-04-01,2024-04-17,480,461.35,182759.49,221446.93,38687.44
390,Customer_14,Auto Parts,Plant B,Germany,France,Sea,2024-04-26,2024-05-15,107,142.74,12764.65,15272.67,2508.02
391,Customer_439,Electronics,Plant B,Vietnam,UK,Air,2023-11-24,2023-11-27,79,348.53,19939.39,27533.58,7594.19
392,Customer_73,Auto Parts,Plant A,Vietnam,UK,Air,2023-08-13,2023-09-09,392,305.75,76737.81,119854.16,43116.36
393,Customer_462,Steel Sheets,Plant C,USA,Australia,Air,2024-01-03,2024-01-31,345,112.75,31663.98,38897.58,7233.6
394,Customer_125,Steel Sheets,Plant B,USA,France,Road,2023-06-05,2023-06-27,405,256.21,79374.43,103765.17,24390.74
395,Customer_422,Steel Sheets,Plant C,USA,UK,Air,2024-04-10,2024-04-23,130,414.01,43991.82,53821.27,9829.45
396,Customer_140,Textiles,Plant A,Germany,France,Air,2024-02-02,2024-02-20,372,45.92,12107.69,17080.8,4973.11
397,Customer_149,Textiles,Plant B,USA,USA,Sea,2023-04-27,2023-05-25,436,350.17,112330.98,152674.04,40343.05
398,Customer_76,Pharma Drugs,Plant C,Germany,Australia,Sea,2024-03-26,2024-03-29,409,205.34,64838.44,83986.09,19147.65
399,Customer_33,Pharma Drugs,Plant C,Vietnam,France,Sea,2024-01-30,2024-02-03,500,497.3,188028.29,248650.22,60621.93
400,Customer_50,Electronics,Plant A,Germany,Australia,Sea,2023-10-30,2023-11-18,41,173.75,5139.32,7123.76,1984.44
401,Customer_139,Auto Parts,Plant A,Vietnam,France,Sea,2023-03-18,2023-04-08,378,239.36,76226.22,90476.9,14250.68
402,Customer_177,Pharma Drugs,Plant B,India,UK,Air,2024-03-25,2024-04-22,277,104.89,18619.06,29054.03,10434.97
403,Customer_161,Electronics,Plant A,Germany,UAE,Road,2024-05-01,2024-05-04,280,215.86,36272.41,60439.81,24167.4
